location,county,species,weekStart,weekEnd,lat,lng
Powerhouse Stream,Tuolumne,Trout,2024/08/18,2024/08/24,38.0311470031738,-120.32733154
Lee Vining Creek,Mono,Trout,2024/08/18,2024/08/24,37.9306602478027,-119.14963531
Mill Creek,Mono,Trout,2024/08/18,2024/08/24,38.0319519042969,-119.18954468
Stanislaus River South Fork,Tuolumne,Trout,2024/08/18,2024/08/24,38.1700973510742,-120.06674957
Grant Lake,Mono,Trout,2024/08/18,2024/08/24,37.839939,-119.111529
Stanislaus River Middle Fork,Tuolumne,Trout,2024/08/18,2024/08/24,38.3434562683105,-119.83426666
Mammoth Creek,Mono,Trout,2024/08/18,2024/08/24,37.6371650695801,-118.91381073
Montgomery Creek,Shasta,Trout,2024/08/18,2024/08/24,40.8412551879883,-121.92017365
Jackson Meadows Reservoir,"Nevada, Sierra",Trout,2024/08/18,2024/08/24,39.495483,-120.545163
Kirkwood Lake,El Dorado,Trout,2024/08/18,2024/08/24,38.705863,-120.083185
Hatchet Creek,Shasta,Trout,2024/08/18,2024/08/24,40.8606224060059,-121.84895325
Lee Vining Creek South Fork,Mono,Trout,2024/08/18,2024/08/24,37.9373474121094,-119.2454071
Trinity River Stuart Fork,Trinity,Trout,2024/08/18,2024/08/24,40.8588600158691,-122.89318848
Rush Creek,Mono,Trout,2024/08/18,2024/08/24,37.7890281677246,-119.12364197
Lundy Lake,Mono,Trout,2024/08/18,2024/08/24,38.02905,-119.231151
Tioga Lake,Mono,Trout,2024/08/18,2024/08/24,37.924742,-119.252885
Burney Creek Lower,Shasta,Trout,2024/08/18,2024/08/24,41.0080795288086,-121.64898682
Stanislaus River North Fork,"Calaveras, Tuolumne",Trout,2024/08/18,2024/08/24,38.2758712768555,-120.26264954
Saddlebag Creek (Lee Vining Creek),Mono,Trout,2024/08/18,2024/08/24,37.9390144348145,-119.25151062
Rock Creek Lake,Inyo,Trout,2024/08/18,2024/08/24,37.452491,-118.737183
Glass Creek,Mono,Trout,2024/08/18,2024/08/24,37.7518653869629,-118.99880219
Convict Lake,Mono,Trout,2024/08/18,2024/08/24,37.589305,-118.858276
"Owens River, Section 2",Inyo,Trout,2024/08/18,2024/08/24,37.1855621337891,-118.26623535
Carrville Pond,Trinity,Trout,2024/08/18,2024/08/24,41.05302,-122.701172
Hat Creek Middle,Shasta,Trout,2024/08/18,2024/08/24,40.9227409362793,-121.54640198
Ellery Lake,Mono,Trout,2024/08/18,2024/08/24,37.93643,-119.237912
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2024/08/18,2024/08/24,38.0534973144531,-120.24224091
Santa Ana River,San Bernardino,Trout,2024/08/18,2024/08/24,34.1761589050293,-116.94329834
Saddlebag Lake,Mono,Trout,2024/08/18,2024/08/24,37.973659,-119.274975
Prosser Reservoir,Nevada,Trout,2024/08/18,2024/08/24,39.380375,-120.156745
Montgomery Creek,Shasta,Trout,2024/08/25,2024/08/31,40.8412551879883,-121.92017365
Virginia Lake Lower,Mono,Trout,2024/08/25,2024/08/31,38.046828,-119.265125
Freshwater Lagoon,Humboldt,Trout,2024/08/25,2024/08/31,41.267982,-124.092799
"Twin Lake Lower, Bridgeport",Mono,Trout,2024/08/25,2024/08/31,38.162557,-119.336401
Big Pine Creek,Inyo,Trout,2024/08/25,2024/08/31,37.1307411193848,-118.3370285
Blue Lake,Lassen,Trout,2024/08/25,2024/08/31,41.144994,-120.286644
Trinity River Stuart Fork,Trinity,Trout,2024/08/25,2024/08/31,40.8588600158691,-122.89318848
"McCloud River, Fowlers, Lower Falls",Siskiyou,Trout,2024/08/25,2024/08/31,41.243953704834,-122.02196503
Carrville Pond,Trinity,Trout,2024/08/25,2024/08/31,41.05302,-122.701172
Baum Lake,Shasta,Trout,2024/08/25,2024/08/31,40.938845,-121.544996
Lake Almanor,Plumas,Trout,2024/08/25,2024/08/31,40.228988,-121.154457
Bishop Creek Lower,Inyo,Trout,2024/08/25,2024/08/31,37.3688125610352,-118.40048218
"Feather River North Fork, Almanor",Plumas,Trout,2024/08/25,2024/08/31,40.3119354248047,-121.2390976
Lake Sabrina,Inyo,Trout,2024/08/25,2024/08/31,37.205905,-118.618998
Hat Creek Middle,Shasta,Trout,2024/08/25,2024/08/31,40.9227409362793,-121.54640198
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2024/08/25,2024/08/31,38.0534973144531,-120.24224091
Silver Lake,Mono,Trout,2024/08/25,2024/08/31,37.77757,-119.125085
Burney Creek Lower,Shasta,Trout,2024/08/25,2024/08/31,41.0080795288086,-121.64898682
Bucks Lake,Plumas,Trout,2024/08/25,2024/08/31,39.897681,-121.192138
Trumbull Lake,Mono,Trout,2024/08/25,2024/08/31,38.053397,-119.257871
Rock Creek Lake,Inyo,Trout,2024/08/25,2024/08/31,37.452491,-118.737183
"Twin Lake Upper, Bridgeport",Mono,Trout,2024/08/25,2024/08/31,38.149096,-119.364455
Kangaroo Lake,Siskiyou,Trout,2024/08/25,2024/08/31,41.334144,-122.634875
Robinson Creek,Mono,Trout,2024/08/25,2024/08/31,38.1932716369629,-119.31916046
Powerhouse Stream,Tuolumne,Trout,2024/08/25,2024/08/31,38.0311470031738,-120.32733154
"Merced River, Section I",Merced,Trout,2024/08/25,2024/08/31,37.523494720459,-120.32509613
Sacramento River,Shasta,Trout,2024/08/25,2024/08/31,41.1420097351074,-122.31331635
Stanislaus River Clarks Fork,"Alpine, Tuolumne",Trout,2024/08/25,2024/08/31,38.3841552734375,-119.8204422
Sacramento River,Siskiyou,Trout,2024/08/25,2024/08/31,41.1879806518555,-122.28471375
Baker Creek,Inyo,Trout,2024/08/25,2024/08/31,37.169620513916,-118.30949402
Deer Creek,Tehama,Trout,2024/08/25,2024/08/31,40.234245300293,-121.45935059
Lone Pine Creek,Inyo,Trout,2024/08/25,2024/08/31,36.5959739685059,-118.0977478
Virginia Lake Upper,Mono,Trout,2024/08/25,2024/08/31,38.04705,-119.259049
Burney Creek Middle,Shasta,Trout,2024/08/25,2024/08/31,40.8777160644531,-121.67034912
Boca Reservoir,"Nevada, Sierra",Trout,2024/08/25,2024/08/31,39.407538,-120.096602
Clear Creek,Lassen,Trout,2024/08/25,2024/08/31,40.2985649108887,-121.04993439
Sequoia Park Pond,Humboldt,Trout,2024/08/25,2024/08/31,40.7763472301738,-124.14854183
Stanislaus River Middle Fork,Tuolumne,Trout,2024/08/25,2024/08/31,38.3434562683105,-119.83426666
South Lake,Inyo,Trout,2024/08/25,2024/08/31,37.165414,-118.570347
"Twin Lakes, Mammoth",Mono,Trout,2024/08/25,2024/08/31,37.6181197170434,-119.00786488
Frenchman Reservoir,Plumas,Trout,2024/08/25,2024/08/31,39.90121,-120.196492
Pinecrest Lake,Tuolumne,Trout,2024/08/25,2024/08/31,38.196056,-119.982335
"Owens River, Section 2",Inyo,Trout,2024/08/25,2024/08/31,37.1855621337891,-118.26623535
"American River, South Fork, Camp Sacramento",El Dorado,Trout,2024/08/25,2024/08/31,38.8039283752441,-120.11026764
Goodrich Creek Lower,Lassen,Trout,2024/08/25,2024/08/31,40.3296165466309,-120.9311676
Virginia Creek,Mono,Trout,2024/08/25,2024/08/31,38.1186752319336,-119.18434906
Convict Lake,Mono,Trout,2024/08/25,2024/08/31,37.589305,-118.858276
"Trinity River, above Clair Engle Lake",Trinity,Trout,2024/08/25,2024/08/31,41.1257400512695,-122.69898987
Silver Lake,Amador,Trout,2024/08/25,2024/08/31,38.658382,-120.118749
Silver Creek,Alpine,Trout,2024/08/25,2024/08/31,38.6248435974121,-119.73097229
"Bishop Creek, Intake II",Inyo,Trout,2024/08/25,2024/08/31,37.247495,-118.584349
Hatchet Creek,Shasta,Trout,2024/08/25,2024/08/31,40.8606224060059,-121.84895325
Battle Creek South Fork,Tehama,Trout,2024/08/25,2024/08/31,40.3511352539062,-121.66055298
Hat Creek Upper,Shasta,Trout,2024/08/25,2024/08/31,40.762264251709,-121.4983139
Lake Berryessa,Napa,Trout,2024/08/25,2024/08/31,38.589974,-122.230433
Stanislaus River South Fork,Tuolumne,Trout,2024/08/25,2024/08/31,38.1700973510742,-120.06674957
June Lake,Mono,Trout,2024/08/25,2024/08/31,37.78864,-119.07362
Coffee Creek,Trinity,Trout,2024/08/25,2024/08/31,41.0841445922852,-122.71015167
Montgomery Creek,Shasta,Trout,2024/09/01,2024/09/07,40.8412551879883,-121.92017365
Lake Almanor,Plumas,Trout,2024/09/01,2024/09/07,40.228988,-121.154457
Stanislaus River Middle Fork,Tuolumne,Trout,2024/09/01,2024/09/07,38.3434562683105,-119.83426666
Burney Creek Middle,Shasta,Trout,2024/09/01,2024/09/07,40.8777160644531,-121.67034912
Hat Creek Upper,Shasta,Trout,2024/09/01,2024/09/07,40.762264251709,-121.4983139
Burney Creek Lower,Shasta,Trout,2024/09/01,2024/09/07,41.0080795288086,-121.64898682
Hatchet Creek,Shasta,Trout,2024/09/01,2024/09/07,40.8606224060059,-121.84895325
Santa Ana River,San Bernardino,Trout,2024/09/01,2024/09/07,34.1761589050293,-116.94329834
Lone Pine Creek,Inyo,Trout,2024/09/01,2024/09/07,36.5959739685059,-118.0977478
Santa Ana River South Fork,San Bernardino,Trout,2024/09/01,2024/09/07,34.1685600280762,-116.83167267
Hat Creek Middle,Shasta,Trout,2024/09/01,2024/09/07,40.9227409362793,-121.54640198
Bishop Creek Lower,Inyo,Trout,2024/09/01,2024/09/07,37.3688125610352,-118.40048218
Frenchman Reservoir,Plumas,Trout,2024/09/01,2024/09/07,39.90121,-120.196492
McSwain Reservoir,Mariposa,Trout,2024/09/01,2024/09/07,37.518519,-120.29729
Baum Lake,Shasta,Trout,2024/09/01,2024/09/07,40.938845,-121.544996
Gull Lake,Mono,Trout,2024/09/08,2024/09/14,37.775614,-119.083277
Shepherd Creek,Inyo,Trout,2024/09/08,2024/09/14,36.7427253723145,-118.15918732
"Kern River, Section 5","Kern, Tulare",Trout,2024/09/08,2024/09/14,35.7961883544922,-118.45127869
Lake Almanor,Plumas,Trout,2024/09/08,2024/09/14,40.228988,-121.154457
Caples Lake,Alpine,Trout,2024/09/08,2024/09/14,38.698707,-120.045397
Hat Creek Middle,Shasta,Trout,2024/09/08,2024/09/14,40.9227409362793,-121.54640198
"Kern River, Section 4",Kern,Trout,2024/09/08,2024/09/14,35.7305030822754,-118.42365265
Silver Lake,Mono,Trout,2024/09/08,2024/09/14,37.77757,-119.125085
"Merced River, Section I",Merced,Trout,2024/09/08,2024/09/14,37.523494720459,-120.32509613
Powerhouse Stream,Tuolumne,Trout,2024/09/08,2024/09/14,38.0311470031738,-120.32733154
Baker Creek,Inyo,Trout,2024/09/08,2024/09/14,37.169620513916,-118.30949402
Grant Lake,Mono,Trout,2024/09/08,2024/09/14,37.839939,-119.111529
Sacramento River,Shasta,Trout,2024/09/08,2024/09/14,41.1420097351074,-122.31331635
Tuttle Creek,Inyo,Trout,2024/09/08,2024/09/14,36.5650291442871,-118.12565613
"Owens River, Section 2",Inyo,Trout,2024/09/08,2024/09/14,37.1855621337891,-118.26623535
"Rock Creek, Section 2",Mono,Trout,2024/09/08,2024/09/14,37.5425987243652,-118.69241333
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2024/09/08,2024/09/14,38.0534973144531,-120.24224091
Hatchet Creek,Shasta,Trout,2024/09/08,2024/09/14,40.8606224060059,-121.84895325
Big Pine Creek,Inyo,Trout,2024/09/08,2024/09/14,37.1307411193848,-118.3370285
Mamie Lake,Mono,Trout,2024/09/08,2024/09/14,37.608331,-119.010467
Baum Lake,Shasta,Trout,2024/09/08,2024/09/14,40.938845,-121.544996
"Kern River, Section 6",Tulare,Trout,2024/09/08,2024/09/14,35.947021484375,-118.47764587
Antelope Reservoir,Plumas,Trout,2024/09/08,2024/09/14,40.18332,-120.592729
Georges Creek,Inyo,Trout,2024/09/08,2024/09/14,36.7038841247559,-118.12924194
Montgomery Creek,Shasta,Trout,2024/09/08,2024/09/14,40.8412551879883,-121.92017365
Burney Creek Lower,Shasta,Trout,2024/09/08,2024/09/14,41.0080795288086,-121.64898682
Stanislaus River Middle Fork,Tuolumne,Trout,2024/09/08,2024/09/14,38.3434562683105,-119.83426666
Sacramento River,Siskiyou,Trout,2024/09/08,2024/09/14,41.1879806518555,-122.28471375
"Kings River, Below Pine Flat Dam",Fresno,Trout,2024/09/08,2024/09/14,36.7976875305176,-119.39915466
Hat Creek Upper,Shasta,Trout,2024/09/08,2024/09/14,40.762264251709,-121.4983139
George Lake,Mono,Trout,2024/09/08,2024/09/14,37.60054,-119.011901
McGee Creek,Mono,Trout,2024/09/08,2024/09/14,37.574146270752,-118.78263092
Burney Creek Middle,Shasta,Trout,2024/09/08,2024/09/14,40.8777160644531,-121.67034912
Mary Lake,Mono,Trout,2024/09/08,2024/09/14,37.602899,-119.002813
Taboose Creek,Inyo,Trout,2024/09/08,2024/09/14,36.9984283447266,-118.25787354
Convict Creek,Mono,Trout,2024/09/08,2024/09/14,37.5989952087402,-118.8489151
Goodale Creek,Inyo,Trout,2024/09/08,2024/09/14,36.9775505065918,-118.25619507
"Rock Creek, Section 1",Mono,Trout,2024/09/08,2024/09/14,37.5001831054688,-118.59822845
"McCloud River, Fowlers, Lower Falls",Siskiyou,Trout,2024/09/08,2024/09/14,41.243953704834,-122.02196503
Cottonwood Creek,Inyo,Trout,2024/09/08,2024/09/14,36.4602928161621,-118.11004639
East Walker River,Mono,Trout,2024/09/15,2024/09/21,38.3924980163574,-119.177742
La Mirada Lake,Los Angeles,Catfish,2024/09/15,2024/09/21,33.90373,-118.00657
Lake Almanor,Plumas,Trout,2024/09/15,2024/09/21,40.228988,-121.154457
Baum Lake,Shasta,Trout,2024/09/15,2024/09/21,40.938845,-121.544996
Juanita Lake,Siskiyou,Trout,2024/09/15,2024/09/21,41.815102,-122.124001
Hat Creek Upper,Shasta,Trout,2024/09/15,2024/09/21,40.762264251709,-121.4983139
Burney Creek Middle,Shasta,Trout,2024/09/15,2024/09/21,40.8777160644531,-121.67034912
Bishop Creek Lower,Inyo,Trout,2024/09/15,2024/09/21,37.3688125610352,-118.40048218
South Lake,Inyo,Trout,2024/09/15,2024/09/21,37.165414,-118.570347
Sacramento River,Shasta,Trout,2024/09/15,2024/09/21,41.1420097351074,-122.31331635
"Owens River, below Tinnemaha",Inyo,Trout,2024/09/15,2024/09/21,37.0494766235352,-118.22177887
Lake Davis,Plumas,Trout,2024/09/15,2024/09/21,39.912541,-120.510536
Clear Creek,Lassen,Trout,2024/09/15,2024/09/21,40.2985649108887,-121.04993439
Montgomery Creek,Shasta,Trout,2024/09/15,2024/09/21,40.8412551879883,-121.92017365
Lewiston Lake,Trinity,Trout,2024/09/15,2024/09/21,40.747267,-122.785913
Convict Lake,Mono,Trout,2024/09/15,2024/09/21,37.589305,-118.858276
Greenhorn Reservoir,Siskiyou,Trout,2024/09/15,2024/09/21,41.711407,-122.653097
Deer Creek,Tehama,Trout,2024/09/15,2024/09/21,40.234245300293,-121.45935059
Battle Creek South Fork,Tehama,Trout,2024/09/15,2024/09/21,40.3511352539062,-121.66055298
"Bishop Creek, Intake II",Inyo,Trout,2024/09/15,2024/09/21,37.247495,-118.584349
"Feather River North Fork, Almanor",Plumas,Trout,2024/09/15,2024/09/21,40.3119354248047,-121.2390976
Lone Pine Creek,Inyo,Trout,2024/09/15,2024/09/21,36.5959739685059,-118.0977478
Kangaroo Lake,Siskiyou,Trout,2024/09/15,2024/09/21,41.334144,-122.634875
Hatchet Creek,Shasta,Trout,2024/09/15,2024/09/21,40.8606224060059,-121.84895325
Trinity Lake (Clair Engle Lake),Trinity,Trout,2024/09/15,2024/09/21,40.838626,-122.781822
Siskiyou Lake,Siskiyou,Trout,2024/09/15,2024/09/21,41.282998,-122.340186
Cuyamaca Lake,San Diego,Trout,2024/09/15,2024/09/21,32.99032,-116.569296
Sacramento River,Siskiyou,Trout,2024/09/15,2024/09/21,41.1879806518555,-122.28471375
Rock Creek Lake,Inyo,Trout,2024/09/15,2024/09/21,37.452491,-118.737183
Burney Creek Lower,Shasta,Trout,2024/09/15,2024/09/21,41.0080795288086,-121.64898682
Hat Creek Middle,Shasta,Trout,2024/09/15,2024/09/21,40.9227409362793,-121.54640198
Hatchet Creek,Shasta,Trout,2024/09/22,2024/09/28,40.8606224060059,-121.84895325
Hat Creek Upper,Shasta,Trout,2024/09/22,2024/09/28,40.762264251709,-121.4983139
Wishon Reservoir,Fresno,Trout,2024/09/22,2024/09/28,37.017782,-118.962954
Powerhouse Stream,Tuolumne,Trout,2024/09/22,2024/09/28,38.0311470031738,-120.32733154
"Kern River, Section 5","Kern, Tulare",Trout,2024/09/22,2024/09/28,35.7961883544922,-118.45127869
Little Grass Valley Reservoir,Plumas,Trout,2024/09/22,2024/09/28,39.729179,-120.9902
"Kern River, Section 6",Tulare,Trout,2024/09/22,2024/09/28,35.947021484375,-118.47764587
Bucks Lake,Plumas,Trout,2024/09/22,2024/09/28,39.897681,-121.192138
Montgomery Creek,Shasta,Trout,2024/09/22,2024/09/28,40.8412551879883,-121.92017365
Baker Creek,Inyo,Trout,2024/09/22,2024/09/28,37.169620513916,-118.30949402
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2024/09/22,2024/09/28,38.0534973144531,-120.24224091
Mamie Lake,Mono,Trout,2024/09/22,2024/09/28,37.608331,-119.010467
"Kings River, Below Pine Flat Dam",Fresno,Trout,2024/09/22,2024/09/28,36.7976875305176,-119.39915466
Iron Canyon Reservoir,Shasta,Trout,2024/09/22,2024/09/28,41.050043,-121.983054
"Kern River, Section 4",Kern,Trout,2024/09/22,2024/09/28,35.7305030822754,-118.42365265
Baum Lake,Shasta,Trout,2024/09/22,2024/09/28,40.938845,-121.544996
Burney Creek Lower,Shasta,Trout,2024/09/22,2024/09/28,41.0080795288086,-121.64898682
Silver Lake,Mono,Trout,2024/09/22,2024/09/28,37.77757,-119.125085
Bear River Reservoir Lower,Amador,Trout,2024/09/22,2024/09/28,38.542059,-120.237197
McCloud Reservoir,Shasta,Trout,2024/09/22,2024/09/28,41.1541548029759,-122.07967978
Big Pine Creek,Inyo,Trout,2024/09/22,2024/09/28,37.1307411193848,-118.3370285
"Owens River, Section 2",Inyo,Trout,2024/09/22,2024/09/28,37.1855621337891,-118.26623535
Lake Almanor,Plumas,Trout,2024/09/22,2024/09/28,40.228988,-121.154457
Burney Creek Middle,Shasta,Trout,2024/09/22,2024/09/28,40.8777160644531,-121.67034912
Pleasant Valley Reservoir,Inyo,Trout,2024/09/22,2024/09/28,37.42236,-118.536025
Mary Lake,Mono,Trout,2024/09/22,2024/09/28,37.602899,-119.002813
Lake Sabrina,Inyo,Trout,2024/09/22,2024/09/28,37.205905,-118.618998
McSwain Reservoir,Mariposa,Trout,2024/09/22,2024/09/28,37.518519,-120.29729
"Twin Lakes, Mammoth",Mono,Trout,2024/09/22,2024/09/28,37.6181197170434,-119.00786488
"Merced River, Section I",Merced,Trout,2024/09/22,2024/09/28,37.523494720459,-120.32509613
"McCloud River, Fowlers, Lower Falls",Siskiyou,Trout,2024/09/29,2024/10/05,41.243953704834,-122.02196503
Coffee Creek,Trinity,Trout,2024/09/29,2024/10/05,41.0841445922852,-122.71015167
Lone Pine Creek,Inyo,Trout,2024/09/29,2024/10/05,36.5959739685059,-118.0977478
Reyes Creek,Ventura,Trout,2024/09/29,2024/10/05,34.6810531616211,-119.30931854
Doane Pond,San Diego,Trout,2024/09/29,2024/10/05,33.340149,-116.901329
Montgomery Creek,Shasta,Trout,2024/09/29,2024/10/05,40.8412551879883,-121.92017365
"Owens River, below Tinnemaha",Inyo,Trout,2024/09/29,2024/10/05,37.0494766235352,-118.22177887
Burney Creek Middle,Shasta,Trout,2024/09/29,2024/10/05,40.8777160644531,-121.67034912
Bucks Lake,Plumas,Trout,2024/09/29,2024/10/05,39.897681,-121.192138
Whiskeytown Lake,Shasta,Trout,2024/09/29,2024/10/05,40.625588,-122.559025
Bishop Creek Lower,Inyo,Trout,2024/09/29,2024/10/05,37.3688125610352,-118.40048218
Carrville Pond,Trinity,Trout,2024/09/29,2024/10/05,41.05302,-122.701172
Baum Lake,Shasta,Trout,2024/09/29,2024/10/05,40.938845,-121.544996
"Trinity River, above Clair Engle Lake",Trinity,Trout,2024/09/29,2024/10/05,41.1257400512695,-122.69898987
Trinity River Stuart Fork,Trinity,Trout,2024/09/29,2024/10/05,40.8588600158691,-122.89318848
Iron Canyon Reservoir,Shasta,Trout,2024/09/29,2024/10/05,41.050043,-121.983054
Hatchet Creek,Shasta,Trout,2024/09/29,2024/10/05,40.8606224060059,-121.84895325
Burney Creek Lower,Shasta,Trout,2024/09/29,2024/10/05,41.0080795288086,-121.64898682
McCloud Reservoir,Shasta,Trout,2024/09/29,2024/10/05,41.1541548029759,-122.07967978
Hat Creek Upper,Shasta,Trout,2024/09/29,2024/10/05,40.762264251709,-121.4983139
Sly Creek Reservoir,"Butte, Plumas, Yuba",Trout,2024/10/06,2024/10/12,39.594429,-121.106733
Montgomery Creek,Shasta,Trout,2024/10/06,2024/10/12,40.8412551879883,-121.92017365
"Owens River, Section 2",Inyo,Trout,2024/10/06,2024/10/12,37.1855621337891,-118.26623535
"Kern River, Section 4",Kern,Trout,2024/10/06,2024/10/12,35.7305030822754,-118.42365265
McSwain Reservoir,Mariposa,Trout,2024/10/06,2024/10/12,37.518519,-120.29729
Echo Lake,Plumas,Trout,2024/10/06,2024/10/12,40.432406,-121.161643
Silver Lake,Amador,Trout,2024/10/06,2024/10/12,38.658382,-120.118749
Lake Sabrina,Inyo,Trout,2024/10/06,2024/10/12,37.205905,-118.618998
Gregory Lake,San Bernardino,Trout,2024/10/06,2024/10/12,34.243097,-117.269046
Lee Vining Creek,Mono,Trout,2024/10/06,2024/10/12,37.9306602478027,-119.14963531
Trout Lake,Siskiyou,Trout,2024/10/06,2024/10/12,41.685722,-122.475973
"Kings River, Below Pine Flat Dam",Fresno,Trout,2024/10/06,2024/10/12,36.7976875305176,-119.39915466
Tioga Lake,Mono,Trout,2024/10/06,2024/10/12,37.924742,-119.252885
Hat Creek Upper,Shasta,Trout,2024/10/06,2024/10/12,40.762264251709,-121.4983139
Deadman Creek,Mono,Trout,2024/10/06,2024/10/12,37.7228965759277,-119.00999451
"Kern River, Section 5","Kern, Tulare",Trout,2024/10/06,2024/10/12,35.7961883544922,-118.45127869
Lundy Lake,Mono,Trout,2024/10/06,2024/10/12,38.02905,-119.231151
Big Bear Lake,San Bernardino,Trout,2024/10/06,2024/10/12,34.253115,-116.92764
Cuyamaca Lake,San Diego,Trout,2024/10/06,2024/10/12,32.99032,-116.569296
"Kern River, Section 6",Tulare,Trout,2024/10/06,2024/10/12,35.947021484375,-118.47764587
"Merced River, Section I",Merced,Trout,2024/10/06,2024/10/12,37.523494720459,-120.32509613
Rainbow Pond,Modoc,Trout,2024/10/06,2024/10/12,41.282291,-120.745014
Hatchet Creek,Shasta,Trout,2024/10/06,2024/10/12,40.8606224060059,-121.84895325
Burney Creek Lower,Shasta,Trout,2024/10/06,2024/10/12,41.0080795288086,-121.64898682
Wishon Reservoir,Fresno,Trout,2024/10/06,2024/10/12,37.017782,-118.962954
Lake Hemet,Riverside,Trout,2024/10/06,2024/10/12,33.666115,-116.693046
Ellery Lake,Mono,Trout,2024/10/06,2024/10/12,37.93643,-119.237912
Saddlebag Creek (Lee Vining Creek),Mono,Trout,2024/10/06,2024/10/12,37.9390144348145,-119.25151062
Crystal Lake,Los Angeles,Trout,2024/10/06,2024/10/12,34.318786,-117.847032
Glass Creek,Mono,Trout,2024/10/06,2024/10/12,37.7518653869629,-118.99880219
North Lake,Inyo,Trout,2024/10/06,2024/10/12,37.231483,-118.613827
Greenhorn Reservoir,Siskiyou,Trout,2024/10/06,2024/10/12,41.711407,-122.653097
